path	birth-commit	date	add-pattern-commit-msg
tmp/vision-census-evidence/rerun-disputed.jsonl	1d1933d5	2026-08-05	docs(vision-census v3): 27 verified families (was 12->17->27); honest about 429-never-retried + alt-gate misses; rerun+matrix evidence
tmp/vision-census-evidence/vision-census-final-v2.json	1d1933d5	2026-08-05	docs(vision-census v3): 27 verified families (was 12->17->27); honest about 429-never-retried + alt-gate misses; rerun+matrix evidence
tmp/vision-census-evidence/vision-census-runner2.mjs	1d1933d5	2026-08-05	docs(vision-census v3): 27 verified families (was 12->17->27); honest about 429-never-retried + alt-gate misses; rerun+matrix evidence
tmp/vision-census-evidence/gap-cloudflare-llm7.jsonl	c9446fa8	2026-08-05	docs(vision-census v2): 30-gate sweep closes 5 missed gateways — 17 verified VLMs (was 12); gap-audit evidence pack
tmp/vision-census-evidence/gap-mistral.jsonl	c9446fa8	2026-08-05	docs(vision-census v2): 30-gate sweep closes 5 missed gateways — 17 verified VLMs (was 12); gap-audit evidence pack
tmp/vision-census-evidence/gap-neuralwatt-agnes.jsonl	c9446fa8	2026-08-05	docs(vision-census v2): 30-gate sweep closes 5 missed gateways — 17 verified VLMs (was 12); gap-audit evidence pack
tmp/vision-census-evidence/gap-qwen-novita-zenmux.jsonl	c9446fa8	2026-08-05	docs(vision-census v2): 30-gate sweep closes 5 missed gateways — 17 verified VLMs (was 12); gap-audit evidence pack
tmp/vision-census-evidence/pass1.jsonl	f161c62e	2026-08-05	evidence(vision-census): full 278-model bridge probe pack (runner + 3 passes + final merge)
tmp/vision-census-evidence/pass2.jsonl	f161c62e	2026-08-05	evidence(vision-census): full 278-model bridge probe pack (runner + 3 passes + final merge)
tmp/vision-census-evidence/pass3.jsonl	f161c62e	2026-08-05	evidence(vision-census): full 278-model bridge probe pack (runner + 3 passes + final merge)
tmp/vision-census-evidence/vision-census-final.json	f161c62e	2026-08-05	evidence(vision-census): full 278-model bridge probe pack (runner + 3 passes + final merge)
tmp/vision-census-evidence/vision-census-runner.mjs	f161c62e	2026-08-05	evidence(vision-census): full 278-model bridge probe pack (runner + 3 passes + final merge)
tmp/vision-lane-probe-prompt.md	f161c62e	2026-08-05	evidence(vision-census): full 278-model bridge probe pack (runner + 3 passes + final merge)
tmp/s7-dispatch/W5-openrouter-reasoning-fix-report.md	9259810c	2026-07-26	docs(sprint7): W5b OpenRouter reasoning fix verified LIVE report + bench-log
tmp/s7-dispatch/W5-openrouter-reasoning-fix-prompt.txt	579d00f9	2026-07-26	feat(sprint7): W-K2 + W4-rd3 deliverables
tmp/s7-dispatch/W6-e2e-run-prompt.txt	579d00f9	2026-07-26	feat(sprint7): W-K2 + W4-rd3 deliverables
tmp/s7-dispatch/W7-commit-prompt.txt	579d00f9	2026-07-26	feat(sprint7): W-K2 + W4-rd3 deliverables
tmp/s7-dispatch/W8-cleanup-prompt.txt	579d00f9	2026-07-26	feat(sprint7): W-K2 + W4-rd3 deliverables
tmp/s7-dispatch/bench-append-kimi-k3-salvage.mjs	579d00f9	2026-07-26	feat(sprint7): W-K2 + W4-rd3 deliverables
tmp/s7-dispatch/matrix-load-report.md	579d00f9	2026-07-26	feat(sprint7): W-K2 + W4-rd3 deliverables
tmp/s7-dispatch/v2-success-path-e2e-REPORT.md	579d00f9	2026-07-26	feat(sprint7): W-K2 + W4-rd3 deliverables
tmp/s7-dispatch/v2-success-path-e2e.mjs	579d00f9	2026-07-26	feat(sprint7): W-K2 + W4-rd3 deliverables
tmp/s7-dispatch/zydit-v4-batch-smoke-report.tsv	579d00f9	2026-07-26	feat(sprint7): W-K2 + W4-rd3 deliverables
tmp/s7-dispatch/zydit-v4-batch-smoke-summary.txt	579d00f9	2026-07-26	feat(sprint7): W-K2 + W4-rd3 deliverables
tmp/s7-dispatch/zydit-v4-batch-smoke.mjs	579d00f9	2026-07-26	feat(sprint7): W-K2 + W4-rd3 deliverables
tmp/s7-dispatch/bench-append-kiro-auto-v2.mjs	87000c75	2026-07-26	feat(kiro-auto-golden-goose): live dispatch SUCCESS on logfare/kiro-auto lane
tmp/s7-dispatch/bench-append-kiro-auto.mjs	87000c75	2026-07-26	feat(kiro-auto-golden-goose): live dispatch SUCCESS on logfare/kiro-auto lane
tmp/s7-dispatch/kiro-auto-SMOKE-REPORT.md	87000c75	2026-07-26	feat(kiro-auto-golden-goose): live dispatch SUCCESS on logfare/kiro-auto lane
tmp/s7-dispatch/W1-SLOT-HANDLE-FIX-prompt.txt	8b9abeff	2026-07-26	chore(sprint7): welfare-provider artifacts + bench-log + W-D pi-model-providers proposal
tmp/s7-dispatch/W2-MATRIX-LOAD-prompt.txt	8b9abeff	2026-07-26	chore(sprint7): welfare-provider artifacts + bench-log + W-D pi-model-providers proposal
tmp/s7-dispatch/W3-PI-MODEL-PROVIDERS-FIX-PROPOSAL-prompt.txt	8b9abeff	2026-07-26	chore(sprint7): welfare-provider artifacts + bench-log + W-D pi-model-providers proposal
tmp/s7-dispatch/W4-V2-SUCCESS-PATH-E2E-prompt.txt	8b9abeff	2026-07-26	chore(sprint7): welfare-provider artifacts + bench-log + W-D pi-model-providers proposal
tmp/s7-dispatch/WA-WELFARE-PATCH-prompt.txt	8b9abeff	2026-07-26	chore(sprint7): welfare-provider artifacts + bench-log + W-D pi-model-providers proposal
tmp/s7-dispatch/bench-append-s7-redispatch.mjs	8b9abeff	2026-07-26	chore(sprint7): welfare-provider artifacts + bench-log + W-D pi-model-providers proposal
tmp/s7-dispatch/bench-append-s7-success.mjs	8b9abeff	2026-07-26	chore(sprint7): welfare-provider artifacts + bench-log + W-D pi-model-providers proposal
tmp/s7-dispatch/pi-model-providers-fix-proposal.md	8b9abeff	2026-07-26	chore(sprint7): welfare-provider artifacts + bench-log + W-D pi-model-providers proposal
tmp/s7-dispatch/slot-handle-fix-report.md	8b9abeff	2026-07-26	chore(sprint7): welfare-provider artifacts + bench-log + W-D pi-model-providers proposal
tmp/s7-dispatch/sprint7-wave1-dispatch-2026-07-26T0244.md	8b9abeff	2026-07-26	chore(sprint7): welfare-provider artifacts + bench-log + W-D pi-model-providers proposal
tmp/s7-dispatch/welfare-providers-ADD-patch.diff	8b9abeff	2026-07-26	chore(sprint7): welfare-provider artifacts + bench-log + W-D pi-model-providers proposal
tmp/s7-dispatch/welfare-providers-signup-guide.md	8b9abeff	2026-07-26	chore(sprint7): welfare-provider artifacts + bench-log + W-D pi-model-providers proposal
tmp/normalize-overlay.mjs	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/s6-dispatch/TIER-MATRIX-VERIFY-prompt.txt	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/s6-dispatch/W3-TIER-MATRIX-MERGE-prompt.txt	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/s6-dispatch/W4-PHASE-5B-SUCCESS-PATH-prompt.txt	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/s6-dispatch/W5-PHASE-5C-OVERLAY-HEADER-PATCH-prompt.txt	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/s6-dispatch/W6-ADVERSARIAL-RE-RUN-prompt.txt	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/s6-dispatch/W7-BENCH-LOG-APPEND-prompt.txt	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/s6-dispatch/W8-SESSION-SUMMARY-prompt.txt	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/s6-dispatch/ZYDIT-SYNC-INVESTIGATE-prompt.txt	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/s6-dispatch/adversarial-re-run-report.md	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/s6-dispatch/bench-append-report.md	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/s6-dispatch/bench-append-s6-w3-w8.mjs	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/s6-dispatch/bench-append.mjs	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/s6-dispatch/matrix-merge-report.md	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/s6-dispatch/p5c-overlay-header-patch-CORRECTION-MAIN-LANE.md	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/s6-dispatch/p5c-overlay-header-patch-report.md	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/s6-dispatch/phase5b-success-path.mjs	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/s6-dispatch/session-summary-2026-07-25.md	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/s6-dispatch/tier-matrix-deep-verify-report.md	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/s6-dispatch/zydit-sync-investigate-report.md	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/v2-impl-bench-log.md	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/v2-overlay-matrix.json	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/v2-sprint3-fx/polish/phase5b-success-path-report.md	7b158883	2026-07-25	feat(v2-failover): Sprint-6 wrap-up — TIER-MATRIX-MERGE + P5C patch live-verified + bench-log + session-summary
tmp/model-tier-matrix.json	271fe111	2026-07-25	feat(v2-failover): Sprint-4 fix-wave landing + Sprint-5 spec gap #11 merge + Phase-5B opt-in live activation
tmp/spec-failover-v2.md	271fe111	2026-07-25	feat(v2-failover): Sprint-4 fix-wave landing + Sprint-5 spec gap #11 merge + Phase-5B opt-in live activation
tmp/v2-sprint3-fx/polish/item1-integration-prep.md	271fe111	2026-07-25	feat(v2-failover): Sprint-4 fix-wave landing + Sprint-5 spec gap #11 merge + Phase-5B opt-in live activation
tmp/v2-sprint3-fx/polish/item3-diff-audit.md	271fe111	2026-07-25	feat(v2-failover): Sprint-4 fix-wave landing + Sprint-5 spec gap #11 merge + Phase-5B opt-in live activation
tmp/v2-sprint3-fx/polish/item4-memory-text.txt	271fe111	2026-07-25	feat(v2-failover): Sprint-4 fix-wave landing + Sprint-5 spec gap #11 merge + Phase-5B opt-in live activation
tmp/v2-sprint3-fx/polish/item5-live-smoke.jsonl	271fe111	2026-07-25	feat(v2-failover): Sprint-4 fix-wave landing + Sprint-5 spec gap #11 merge + Phase-5B opt-in live activation
tmp/v2-sprint3-fx/polish/p5b-integration-patch-report.md	271fe111	2026-07-25	feat(v2-failover): Sprint-4 fix-wave landing + Sprint-5 spec gap #11 merge + Phase-5B opt-in live activation
tmp/v2-sprint3-fx/polish/p5b-live-activation.jsonl	271fe111	2026-07-25	feat(v2-failover): Sprint-4 fix-wave landing + Sprint-5 spec gap #11 merge + Phase-5B opt-in live activation
tmp/v2-sprint3-fx/polish/spec-merge-report.md	271fe111	2026-07-25	feat(v2-failover): Sprint-4 fix-wave landing + Sprint-5 spec gap #11 merge + Phase-5B opt-in live activation
tmp/v2-sprint3-fx/scout-report.md	271fe111	2026-07-25	feat(v2-failover): Sprint-4 fix-wave landing + Sprint-5 spec gap #11 merge + Phase-5B opt-in live activation
tmp/w53-mobile-recapture.mjs	3818ddd5	2026-07-17	chore(audit): F0-b mobile dynamic-surface re-capture script (W53)
tmp/w35-track-2-report.md	8611b699	2026-06-17	test(w35): capture visual regression baselines
tmp/w24-track-2-report.md	683d24f5	2026-06-17	docs(w24): add track 2 component a11y hardening report
tmp/commit-messages-2026-06-14/worker-ticket-A2-4-mode-chips-visibility.txt	637a1dc9	2026-06-14	docs(a11y): A2 audit — 8 tickets, 7 worker prompts
tmp/commit-messages-2026-06-14/worker-ticket-A2-5-mode-chips-roving-tabindex.txt	637a1dc9	2026-06-14	docs(a11y): A2 audit — 8 tickets, 7 worker prompts
tmp/commit-messages-2026-06-14/worker-ticket-A2-6-add-h1-heading.txt	637a1dc9	2026-06-14	docs(a11y): A2 audit — 8 tickets, 7 worker prompts
tmp/commit-messages-2026-06-14/worker-ticket-A2-8-search-results-arrow-keys.txt	637a1dc9	2026-06-14	docs(a11y): A2 audit — 8 tickets, 7 worker prompts
tmp/commit-messages-2026-06-14/worker-ticket-A2-1-skip-link-main-landmark.txt	42e986d9	2026-06-14	docs(a11y): accessibility audit + 8 worker ticket prompts (Audit A2)
tmp/commit-messages-2026-06-14/worker-ticket-A2-3-legend-roving-tabindex.txt	42e986d9	2026-06-14	docs(a11y): accessibility audit + 8 worker ticket prompts (Audit A2)
tmp/commit-messages-2026-06-14/worker-ticket-A2-4-mode-chips-keyboard.txt	42e986d9	2026-06-14	docs(a11y): accessibility audit + 8 worker ticket prompts (Audit A2)
tmp/commit-messages-2026-06-14/worker-ticket-A2-6-h1-heading.txt	42e986d9	2026-06-14	docs(a11y): accessibility audit + 8 worker ticket prompts (Audit A2)
tmp/commit-messages-2026-06-14/worker-ticket-A2-7-canvas-aria-keyshortcuts.txt	42e986d9	2026-06-14	docs(a11y): accessibility audit + 8 worker ticket prompts (Audit A2)
